sentence,hate,category
পান থেকে চুন খসলেই বিএনপি কে দোষারপ করেন ওবায়দুল কাদের সাহেব অথচ নিজের হাতে শোভা পাচ্ছে লাখ টাকার ঘড়ি হাতে যদি লাখ টাকার ঘড়ি থাকে তাহলে অন্যান্য ব্যবহার্য সামগ্রীর দাম কত হতে পারে?? টয়লেটে কি তিনি ট্যিস্যু ব্যবহার করেন না হাজার টাকার নোট ব্যবহার করেন?? ইনকাম ট্যাক্সের ফাইলে কি এর উল্লেখ পাওয়া যাবে?? লজ্জা হওয়া উচিত আমাদের যে আমরা এমন রাজনীতিবিদের নেতা মনে করি। শুদ্ধি অভিযান শুধু চুনোপুটিদের ওপরে চালিত হয় এসব নেতাদেরও শুদ্ধি অভিযানের অাওতায় আনা উচিত।,0,politics
এই কুত্তার বাচ্চা বেজন্মা উপস্হাপক নিরীহ একটা মেয়ে কে আগুনে পুড়িয়ে মারার সময় তুই কোথায় ছিলি রে খানকির পোলা?,1,crime
কাউয়া কাদেরের সাথ😆😆😆,1,entertainment
শুওরের বাচ্চা,1,crime
"এ সমস্ত নির্মাতা কলাকুশলী কারা, হালারা ভোদাই নাকি",1,entertainment
কুত্তার বাচ্চারা টাকা দিয়ে ফ্যাশন শো করে আর আমরা খাইতে পারিনা,1,politics
এই সব মাগির বাচ্চা পির গুলারে জবাই করা উচিত,1,religion
সিফাত যারজ,1,"Meme, TikTok and others"
বলে লাভ নাই এদের কিছুই হবে না,0,entertainment
দেওয়ানবাগী একটা বাইনচুদ!আর ভাই আপনাকে বলছি আপনে ও একটু ভাল হন,1,religion
এরে জবাই করে দে কেউ,1,"Meme, TikTok and others"
এই হল গরিব দেশের গরিব জনগণের ট্যাক্সের পয়সায় শালা বিশ্ববিদ্যালয়ের শিক্ষার হালচাল। গণতন্ত্রের নামে ক্যাডার তন্ত্র এবং ব্যক্তিতন্ত্র।,0,politics
কুকুর শালা,1,"Meme, TikTok and others"
তুই একটা মাদারছুদ,1,sports
বাহ সরকারি অফিস আদালত এখন পতিতালয় হয়ে গেসে তাহলে রেপ কারা করতেছে 🙄🙄,1,crime
চার নাস্তিকের বাংলার জমিনে জানাজা জেনো কোনো আলেম না পড়ায়। এদের লাশ জেনো শিয়াল কুকুর দিয়ে খাওনো হয়। আল্লাহ তুমি বাংলার মানুষকে দেখিয়ে দিও।,0,religion
